KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,18/3/2024 3:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2024,9:23:26,0,<None>,0.03,0.1,54753.2,4.7,-0.61,-0.2,50059.4,95.5,95.2,6.08,209.1,6.821,33,50525,0.15,0.33,32841,0.49,0,1.174,8.21,-95.8,29.382,5.117,-14.64484,145.4517,2.7,0,12.1,758
20/3/2024,9:23:27,0,<None>,0.02,0.07,54651.3,4.532,-0.59,-0.19,49966.2,95.7,95.3,6.1,209.3,6.577,32.93,50430.9,0.14,0.32,32780,0.47,0,1.174,8.21,-95.9,29.382,4.268,-14.64483,145.4517,2.8,0,12.1,758
20/3/2024,9:23:28,0,<None>,0.02,0.07,54592.2,3.055,-0.56,-0.18,49912.2,95.9,95.5,6.11,209.4,4.433,32.89,50376.4,0.13,0.29,32745,0.44,0,1.174,8.21,-95.9,29.381,3.365,-14.64483,145.4518,2.8,0,12.1,757.9
20/3/2024,9:23:29,0,<None>,0.02,0.07,54542.6,2.203,-0.52,-0.17,49867.3,96,95.6,6.12,209.5,3.197,32.86,50331,0.12,0.24,32715,0.43,0,1.174,8.22,-96,29.381,2.622,-14.64483,145.4518,2.8,0,12.1,758
20/3/2024,9:23:30,0,<None>,0.02,0.08,54501.9,1.453,-0.48,-0.15,49830.6,96.2,95.8,6.13,209.7,2.108,32.83,50293.9,0.1,0.21,32691,0.42,0,1.174,8.22,-96.1,29.38,1.875,-14.64483,145.4518,3,0,12.1,758
20/3/2024,9:23:31,0,<None>,0.02,0.07,54464.6,1.366,-0.46,-0.15,49797.6,96.3,95.9,6.14,209.8,1.982,32.81,50260.5,0.1,0.19,32669,0.39,0,1.174,8.22,-96.2,29.379,1.373,-14.64483,145.4518,2.9,0,12.1,758
20/3/2024,9:23:32,0,<None>,0.03,0.11,54443.8,1.403,-0.44,-0.14,49779.7,96.4,96,6.15,209.9,2.036,32.79,50242.3,0.09,0.18,32658,0.39,0,1.174,8.22,-96.2,29.378,1.454,-14.64483,145.4518,2.7,0,12.1,758
20/3/2024,9:23:33,0,<None>,0.03,0.12,54424.5,1.413,-0.44,-0.14,49763.3,96.5,96.1,6.16,210,2.051,32.78,50225.6,0.1,0.19,32647,0.38,0,1.174,8.22,-96.3,29.377,1.442,-14.64483,145.4518,2.9,0,12.1,758
20/3/2024,9:23:34,0,<None>,0.02,0.09,54409.5,1.413,-0.45,-0.15,49750.7,96.6,96.2,6.16,210.1,2.051,32.77,50212.8,0.09,0.17,32638,0.38,0,1.174,8.22,-96.4,29.376,1.409,-14.64482,145.4518,2.8,0,12.1,758
20/3/2024,9:23:35,0,<None>,0.03,0.13,54394.6,0.436,-0.48,-0.15,49738.2,96.7,96.3,6.17,210.1,0.632,32.76,50200,0.1,0.2,32630,0.38,0,1.174,8.22,-96.5,29.375,0.855,-14.64482,145.4518,2.9,0,12.1,758
20/3/2024,9:23:36,0,<None>,0.03,0.12,54383.8,0.054,-0.52,-0.17,49729.2,96.8,96.4,6.17,210.3,0.079,32.76,50190.9,0.1,0.18,32624,0.38,0,1.174,8.22,-96.5,29.374,0.158,-14.64482,145.4518,2.9,0,12.1,758
20/3/2024,9:23:37,0,<None>,0.03,0.13,54372.4,0.05,-0.53,-0.17,49719.4,96.9,96.5,6.18,210.4,0.073,32.75,50180.9,0.08,0.15,32618,0.37,0,1.174,8.23,-96.6,29.373,0.066,-14.64482,145.4518,2.9,0,12.1,758
20/3/2024,9:23:38,0,<None>,0.04,0.15,54362.9,0.121,-0.55,-0.18,49711.1,97.1,96.7,6.19,210.5,0.176,32.74,50172.5,0.05,0.07,32612,0.37,0,1.174,8.23,-96.6,29.373,0.08,-14.64482,145.4518,2.9,0,12.1,758
20/3/2024,9:23:39,0,<None>,0.04,0.15,54352.9,0.091,-0.57,-0.18,49702.3,97.2,96.8,6.2,210.5,0.132,32.74,50163.6,0.08,0.14,32606,0.38,0,1.174,8.23,-96.7,29.372,0.075,-14.64482,145.4518,2.8,0,12.1,758
20/3/2024,9:23:40,0,<None>,0.04,0.15,54347.2,0.082,-0.6,-0.19,49697.3,97.4,97,6.21,210.6,0.119,32.73,50158.5,0.07,0.12,32603,0.38,0,1.174,8.23,-96.7,29.372,0.082,-14.64482,145.4518,2.6,0,12.1,758
20/3/2024,9:23:41,0,<None>,0.04,0.14,54344.1,0.081,-0.59,-0.19,49694.8,97.6,97.2,6.22,210.7,0.118,32.73,50155.9,0.05,0.06,32601,0.37,0,1.174,8.23,-96.7,29.372,0.095,-14.64482,145.4518,2.9,0,12.1,757.9
20/3/2024,9:23:42,0,<None>,0.04,0.17,54341.8,0.076,-0.58,-0.19,49693.3,97.7,97.3,6.23,210.8,0.111,32.73,50154.3,0.06,0.08,32600,0.37,0,1.174,8.23,-96.7,29.371,0.069,-14.64482,145.4518,2.9,0,12.1,758
20/3/2024,9:23:43,0,<None>,0.04,0.16,54341.9,0.074,-0.56,-0.18,49692.9,97.8,97.4,6.24,210.9,0.108,32.73,50154,0.06,0.08,32600,0.37,0,1.174,8.23,-96.7,29.372,0.062,-14.64483,145.4518,2.8,0,12.1,758
20/3/2024,9:23:44,0,<None>,0.04,0.15,54342.3,0.075,-0.53,-0.17,49692.8,97.9,97.5,6.24,211,0.109,32.73,50153.9,0.06,0.07,32600,0.37,0,1.174,8.23,-96.8,29.372,0.076,-14.64483,145.4518,3,0,12.1,758
20/3/2024,9:23:45,0,<None>,0.05,0.19,54343.3,0.076,-0.51,-0.16,49692.7,98,97.6,6.25,211.1,0.111,32.73,50153.9,0.05,0.07,32600,0.38,0,1.174,8.23,-96.8,29.374,0.084,-14.64483,145.4518,3.2,0,12.1,757.9
20/3/2024,9:23:46,0,<None>,0.05,0.18,54344.2,0.078,-0.48,-0.16,49692.1,98.1,97.7,6.26,211.2,0.113,32.73,50153.5,0.06,0.08,32600,0.38,0,1.174,8.23,-96.8,29.375,0.092,-14.64484,145.4518,2.9,0,12.1,757.9
20/3/2024,9:23:47,0,<None>,0.05,0.18,54346.4,0.077,-0.48,-0.15,49692.8,98.1,97.7,6.26,211.3,0.112,32.73,50154.4,0.07,0.12,32600,0.39,0,1.174,8.23,-96.8,29.376,0.07,-14.64484,145.4518,3.2,0,12,758
20/3/2024,9:23:48,0,<None>,0.04,0.15,54349.4,0.075,-0.47,-0.15,49693.4,98.2,97.8,6.27,211.4,0.109,32.73,50155.2,0.08,0.13,32601,0.39,0,1.174,8.23,-96.8,29.378,0.057,-14.64485,145.4518,3.1,0,12,758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.27,1.06,55571.2,12.949,0.69,0.24,50817.1,93.2,92.8,5.92,214.8,18.805,33.56,51288.6,1.02,2.76,33338,127.47,0,1.174,NA,-95.8,29.372,12.863,-14.64482,145.4519,3.5,0,12.1,758
,,,STANDARD DEVIATION:,0.51,2.05,893.9,7.4,1.27,0.42,824.7,3.2,3.2,0.22,1.4,10.748,0.61,831.5,2.27,6.35,540,573.98,0,0,0.01,0.7,0.01,7.394,0.00003,0.00003,0.6,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17E102873,17E102873,18C105282,23A104152,22L104463,22L104463,18C105282,22M100242,22M100242,22M100242,22J106095,23A104152,18C105282,18C105282,17E102873,17E102873,18C105282,23B100516,23B100516,22J100672,22J106095,22J106095,18C105282,23A104152,22F105968,22F105968,22F105968,22F105968,22F105968,22F105968
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
20/3/2024,9:23:52,0,<None>,0.06,0.22,54359.7,0.06,-0.54,-0.17,49693.7,98.4,98,6.28,211.7,0.087,32.73,50156.5,0.11,0.22,32602,0.41,0,1.174,8.23,-96.8,29.387,0.044,-14.64486,145.4518,2.8,0,12,758
20/3/2024,9:23:53,0,<None>,0.06,0.21,54361.9,0.065,-0.57,-0.18,49694,98.4,98,6.28,211.8,0.094,32.73,50157.1,0.12,0.26,32602,0.4,0,1.174,8.23,-96.8,29.389,0.368,-14.64486,145.4518,2.6,0,12,757.9
20/3/2024,9:23:54,0,<None>,0.05,0.21,54364.2,2.019,-0.59,-0.19,49694.8,98.4,98,6.28,211.9,2.929,32.73,50158,0.13,0.28,32603,0.4,0,1.174,8.23,-96.8,29.391,1.427,-14.64486,145.4518,2.7,0,12,758
20/3/2024,9:23:55,0,<None>,0.05,0.21,54365.5,3.504,-0.58,-0.19,49695.6,98.4,98,6.28,212,5.084,32.73,50158.9,0.11,0.24,32603,0.39,0,1.174,8.23,-96.8,29.391,2.777,-14.64486,145.4518,2.6,0,12,758
20/3/2024,9:23:56,0,<None>,0.04,0.14,54366.8,5.027,-0.59,-0.19,49696.9,98.4,98,6.28,212.1,7.295,32.73,50160.1,0.12,0.25,32604,0.41,0,1.174,8.23,-96.8,29.391,4.245,-14.64486,145.4518,2.8,0,12,758
20/3/2024,9:23:57,0,<None>,0.03,0.1,54370.9,7.258,-0.6,-0.19,49700.8,98.4,98,6.28,212.3,10.532,32.73,50164.1,0.13,0.28,32607,0.42,0,1.174,8.23,-96.8,29.391,6.282,-14.64486,145.4518,2.7,0,12.1,758
20/3/2024,9:23:58,0,<None>,0.02,0.08,54378.5,9.07,-0.6,-0.19,49708.1,98.3,97.9,6.27,212.4,13.161,32.74,50171.4,0.11,0.22,32611,0.42,0,1.174,8.23,-96.8,29.39,8.097,-14.64486,145.4518,2.7,0,12.1,758
20/3/2024,9:23:59,0,<None>,0.03,0.11,54392.2,10.861,-0.56,-0.18,49721.1,98.3,97.9,6.27,212.5,15.761,32.75,50184.5,0.11,0.23,32620,0.41,0,1.174,8.23,-96.8,29.39,9.917,-14.64486,145.4519,2.7,0,12.1,758
20/3/2024,9:24:00,0,<None>,0.02,0.08,54419.2,12.305,-0.52,-0.17,49745.7,98.2,97.8,6.26,212.6,17.856,32.77,50209.3,0.12,0.26,32636,0.42,0,1.174,8.23,-96.8,29.39,11.713,-14.64486,145.4519,2.8,0,12.1,757.9
20/3/2024,9:24:01,0,<None>,0.02,0.06,54471.7,14.822,-0.49,-0.16,49794.9,98.1,97.7,6.25,212.8,21.509,32.8,50258.9,0.11,0.23,32668,0.45,0,1.174,8.23,-96.7,29.389,13.872,-14.64485,145.4519,2.8,0,12.1,758
20/3/2024,9:24:02,0,<None>,0.02,0.06,54585.8,16.562,-0.49,-0.16,49900.9,97.9,97.5,6.24,213,24.036,32.88,50365.6,0.13,0.27,32738,0.45,0,1.174,8.23,-96.7,29.387,15.57,-14.64485,145.4519,3,0,12.1,757.9
20/3/2024,9:24:03,0,<None>,0.02,0.07,54765.5,18.563,-0.5,-0.16,50068.2,94.2,93.8,6,213.2,26.941,33,50534.1,0.13,0.29,32847,0.47,0,1.174,8.23,-96.6,29.384,17.535,-14.64485,145.4519,3,0,12.1,757.9
20/3/2024,9:24:04,0,<None>,0.02,0.06,54929.2,20.444,-0.53,-0.17,50221.1,93.6,93.2,5.96,213.4,29.674,33.12,50688.1,0.14,0.31,32947,0.49,0,1.174,8.22,-96.5,29.38,19.482,-14.64485,145.4519,3,0,12.1,758
20/3/2024,9:24:05,0,<None>,0.03,0.11,55114.9,21.082,-0.17,-0.05,50394.3,92.8,92.4,5.9,213.6,30.603,33.24,50862.6,0.18,0.43,33061,4338.28,0,1.174,8.22,-96.4,29.377,20.813,-14.64485,145.4519,3.1,0,12.1,758
20/3/2024,9:24:06,0,<None>,0.13,0.51,55275.2,21.159,0.55,0.19,50543.8,92.5,92.1,5.88,213.8,30.718,33.35,51013.1,0.33,0.85,33159,678.71,0,1.174,8.22,-96.4,29.374,21.048,-14.64485,145.4519,3.5,0,12.1,758
20/3/2024,9:24:07,0,<None>,0.39,1.55,55457.3,21.105,0.96,0.33,50713,92.4,92,5.87,214,30.642,33.48,51183.5,0.94,2.54,33269,296.41,0,1.174,8.22,-96.3,29.372,21.106,-14.64485,145.4519,3.6,0,12.1,758
20/3/2024,9:24:08,0,<None>,0.79,3.14,55617.5,21.105,1.13,0.38,50860.6,92.1,91.7,5.85,214.1,30.644,33.59,51332.4,1.58,4.34,33366,332.1,0,1.174,8.22,-96.2,29.371,21.093,-14.64485,145.4519,3.8,0,12.1,758
20/3/2024,9:24:09,0,<None>,1.13,4.52,55799.4,21.1,1.25,0.42,51027.9,91.8,91.5,5.83,214.3,30.64,33.71,51501.1,12.43,34.73,33476,182.08,0,1.174,8.22,-96.1,29.37,21.087,-14.64484,145.4519,3.8,0,12.1,758
20/3/2024,9:24:10,0,<None>,3.22,12.87,55954.5,21.097,1.42,0.48,51170.7,91.6,91.3,5.81,214.5,30.639,33.82,51645.1,11.7,32.67,33569,122.51,0,1.174,8.21,-96,29.369,21.096,-14.64484,145.4519,4.1,0,12.1,757.9
20/3/2024,9:24:11,0,<None>,1.29,5.14,56127.3,21.088,1.5,0.51,51329.8,91.5,91.1,5.8,214.6,30.628,33.94,51805.6,3.47,9.64,33674,126.71,0,1.174,8.21,-95.9,29.368,21.071,-14.64484,145.4519,4,0,12.1,758
20/3/2024,9:24:12,0,<None>,1.08,4.32,56272.4,21.082,1.55,0.52,51463.4,91.3,91,5.79,214.8,30.622,34.04,51940.3,4,11.12,33761,130.97,0,1.174,8.21,-95.8,29.367,21.064,-14.64484,145.4519,4.1,0,12.1,758
20/3/2024,9:24:13,0,<None>,1.33,5.33,56420.5,21.081,1.57,0.53,51600.2,91.2,90.8,5.78,214.9,30.623,34.14,52078.2,4.01,11.15,33851,123.07,0,1.174,8.21,-95.7,29.365,21.084,-14.64483,145.4519,4.3,0,12.1,758
20/3/2024,9:24:14,0,<None>,0.36,1.45,56524.6,21.086,1.61,0.54,51696.4,91.1,90.7,5.77,215,30.632,34.21,52175.2,0.37,0.95,33914,119.88,0,1.174,8.21,-95.6,29.364,21.12,-14.64483,145.4519,4.2,0,12.1,758
20/3/2024,9:24:15,0,<None>,-0.06,-0.26,56558.3,21.087,1.63,0.55,51728.3,91,90.6,5.76,215.2,30.633,34.23,52207.3,0.23,0.55,33935,117,0,1.174,8.21,-95.5,29.363,21.099,-14.64483,145.4519,4.3,0,12.1,757.9
20/3/2024,9:24:16,0,<None>,-0.01,-0.05,56556.6,21.087,1.68,0.57,51726.8,90.9,90.5,5.75,215.3,30.633,34.23,52205.8,0.82,2.2,33934,114.71,0,1.174,8.21,-95.5,29.363,21.087,-14.64483,145.4519,4.3,0,12.1,757.9
20/3/2024,9:24:17,0,<None>,-0.02,-0.08,56550.1,21.086,1.73,0.58,51720.6,90.8,90.4,5.75,215.4,30.632,34.23,52199.5,0,-0.07,33930,112.19,0,1.174,8.2,-95.4,29.364,21.076,-14.64482,145.4519,4.1,0,12,758
20/3/2024,9:24:18,0,<None>,-0.02,-0.08,56544.1,21.08,2.1,0.71,51714.8,90.7,90.4,5.74,215.5,30.623,34.22,52193.7,0.15,0.32,33926,119,0,1.174,8.2,-95.3,29.364,21.009,-14.64482,145.4519,4,0,12,758
20/3/2024,9:24:19,0,<None>,0.23,0.93,56543.7,21.068,2.95,0.99,51714,90.7,90.3,5.74,215.6,30.606,34.22,52193,0.84,2.26,33925,239.84,0,1.174,8.2,-95.2,29.364,20.85,-14.64482,145.4519,4,0,12,757.9
20/3/2024,9:24:20,0,<None>,0.61,2.44,56545.5,20.092,3.38,1.13,51715.3,90.5,90.1,5.73,215.6,29.187,34.23,52194.3,1.46,4.02,33926,55.88,0,1.174,8.2,-95.1,29.365,20.379,-14.64482,145.4519,4.1,0,12,757.9
20/3/2024,9:24:21,0,<None>,0.6,2.41,56550.3,19.75,3.44,1.15,51719.8,90.3,90,5.72,215.7,28.692,34.23,52198.9,1.29,3.54,33929,12.53,0,1.174,8.2,-95.1,29.365,19.967,-14.64482,145.4519,4.1,0,12,758
20/3/2024,9:24:22,0,<None>,0.49,1.96,56557.8,19.05,3.45,1.16,51726.6,90.2,89.8,5.71,215.7,27.675,34.23,52205.7,1.08,2.94,33934,7.08,0,1.174,8.2,-95,29.365,19.316,-14.64481,145.4519,4.1,0,12,758
20/3/2024,9:24:23,0,<None>,0.41,1.63,56565.1,18.666,3.46,1.16,51733.2,90.1,89.7,5.7,215.8,27.117,34.24,52212.4,0.95,2.58,33938,3.93,0,1.174,8.2,-95,29.365,18.838,-14.64481,145.4519,4,0,12,758
20/3/2024,9:24:24,0,<None>,0.35,1.39,56573.8,18.505,3.44,1.15,51741.6,90,89.6,5.7,215.8,26.883,34.25,52220.8,0.84,2.28,33944,2.86,0,1.174,8.2,-94.9,29.364,18.303,-14.64481,145.4519,3.9,0,12,758
20/3/2024,9:24:25,0,<None>,0.32,1.26,56580.6,18.158,2.39,0.8,51748,89.9,89.6,5.69,215.8,26.379,34.25,52227.2,0.78,2.09,33948,2.28,0,1.174,8.2,-94.9,29.364,17.707,-14.64481,145.4519,4.1,0,12,758
20/3/2024,9:24:26,0,<None>,0.29,1.16,56587.7,16.474,1.72,0.58,51755,89.9,89.5,5.69,215.8,23.933,34.26,52234.2,0.73,1.95,33952,1.99,0,1.174,8.2,-94.9,29.364,16.813,-14.6448,145.4519,4.1,0,12,758
20/3/2024,9:24:27,0,<None>,0.27,1.09,56592.9,15.934,1.34,0.45,51760,89.9,89.5,5.69,215.8,23.149,34.26,52239.3,0.67,1.8,33956,1.78,0,1.174,8.2,-94.9,29.363,16.244,-14.6448,145.4519,4.2,0,12.1,757.9
20/3/2024,9:24:28,0,<None>,0.29,1.14,56595.2,15.011,1.13,0.38,51762.4,89.9,89.5,5.69,215.8,21.808,34.26,52241.6,0.64,1.71,33957,1.65,0,1.174,8.2,-94.9,29.363,15.419,-14.6448,145.4519,4.1,0,12.1,758
20/3/2024,9:24:29,0,<None>,0.25,0.98,56595,14.898,0.99,0.34,51762.4,89.9,89.5,5.69,215.8,21.643,34.26,52241.6,0.61,1.61,33957,1.55,0,1.174,8.2,-95,29.363,14.773,-14.6448,145.4519,4.1,0,12.1,758
20/3/2024,9:24:30,0,<None>,0.14,0.55,56573.2,13.315,0.8,0.27,51742,89.9,89.5,5.69,215.8,19.343,34.25,52221.1,0.56,1.49,33944,1.47,0,1.174,8.2,-95,29.363,13.737,-14.6448,145.4519,4,0,12.1,757.9
20/3/2024,9:24:31,0,<None>,0.07,0.29,56524.5,12.698,0.73,0.25,51696.6,89.9,89.5,5.69,215.8,18.447,34.21,52175.4,0.53,1.39,33914,1.41,0,1.174,8.2,-95,29.364,13.048,-14.64479,145.4519,4,0,12.1,758
20/3/2024,9:24:32,0,<None>,0.07,0.27,56415.1,11.876,0.7,0.24,51595.7,89.9,89.5,5.69,215.8,17.251,34.14,52073.7,0.5,1.32,33848,1.35,0,1.174,8.2,-95.1,29.365,12.265,-14.64479,145.4519,3.5,0,12.1,758
20/3/2024,9:24:33,0,<None>,0.07,0.26,56281.6,11.611,0.67,0.23,51473,90,89.6,5.7,215.8,16.865,34.05,51949.9,0.49,1.3,33767,1.29,0,1.174,8.2,-95.1,29.366,11.532,-14.64479,145.4519,3.5,0,12.1,758
20/3/2024,9:24:34,0,<None>,0.07,0.27,56151.5,10.252,0.67,0.23,51352.8,90.1,89.7,5.71,215.8,14.89,33.96,51828.7,0.48,1.26,33689,1.23,0,1.174,8.2,-95.2,29.367,10.584,-14.64479,145.4519,3.4,0,12.1,758
20/3/2024,9:24:35,0,<None>,0.07,0.29,55993.1,9.6,0.64,0.22,51206.1,90.3,89.9,5.72,215.8,13.942,33.85,51680.8,0.48,1.25,33593,1.17,0,1.174,8.2,-95.2,29.369,9.962,-14.64479,145.4519,3.6,0,12.1,758
20/3/2024,9:24:36,0,<None>,0.07,0.28,55843.5,8.89,0.63,0.21,51067.9,90.4,90.1,5.74,215.8,12.911,33.75,51541.6,0.49,1.28,33502,0.87,0,1.174,8.2,-95.3,29.37,9.235,-14.64479,145.4519,3.4,0,12.1,758
20/3/2024,9:24:37,0,<None>,0.07,0.28,55669.2,8.617,0.59,0.2,50906.8,90.7,90.3,5.76,215.8,12.513,33.63,51379.1,0.43,1.13,33396,0.72,0,1.174,8.2,-95.4,29.372,8.5,-14.64479,145.4519,3.3,0,12,758
20/3/2024,9:24:38,0,<None>,0.07,0.28,55513.9,7.363,0.17,0.06,50763.6,93.9,93.5,5.96,215.8,10.69,33.52,51234.7,0.27,0.66,33303,0.67,0,1.174,8.21,-95.4,29.373,7.751,-14.64478,145.4519,3,0,12,758
20/3/2024,9:24:39,0,<None>,0.07,0.26,55334.6,6.243,-0.4,-0.13,50598.3,94.6,94.2,6.01,215.8,9.063,33.4,51068,0.22,0.54,33194,0.64,0,1.174,8.21,-95.5,29.374,6.723,-14.64478,145.4519,3,0,12,758
20/3/2024,9:24:40,0,<None>,0.06,0.22,55175.5,5.627,-0.53,-0.17,50452.3,95,94.6,6.04,215.9,8.169,33.29,50920.8,0.2,0.48,33099,0.61,0,1.174,8.21,-95.6,29.375,6.004,-14.64478,145.4519,3,0,12,758
20/3/2024,9:24:41,0,<None>,0.05,0.2,54993.1,4.937,-0.54,-0.17,50286,95.4,95,6.07,215.9,7.167,33.17,50752.9,0.21,0.52,32989,0.59,0,1.174,8.21,-95.7,29.374,5.041,-14.64478,145.4519,3,0,12,758.1
20/3/2024,9:24:42,0,<None>,0.04,0.16,54836.2,4.506,-0.54,-0.17,50143.8,95.5,95.1,6.08,215.9,6.541,33.06,50609.2,0.2,0.46,32896,0.57,0,1.174,8.21,-95.8,29.373,4.264,-14.64478,145.4519,3,0,12,758
20/3/2024,9:24:43,0,<None>,0.03,0.12,54682.7,2.83,-0.54,-0.18,50006,95.7,95.3,6.1,216,4.108,32.96,50469.8,0.21,0.5,32805,0.53,0,1.174,8.21,-95.8,29.37,3.273,-14.64477,145.4519,2.9,0,12,758
20/3/2024,9:24:44,0,<None>,0.02,0.09,54578.7,2.269,-0.55,-0.18,49914.3,95.8,95.4,6.11,216,3.293,32.89,50376.9,0.19,0.45,32745,0.49,0,1.174,8.21,-95.9,29.366,2.616,-14.64477,145.4519,3.1,0,12,758
20/3/2024,9:24:45,0,<None>,0.03,0.11,54511.7,1.476,-0.55,-0.18,49856,96,95.6,6.12,216,2.141,32.85,50317.7,0.19,0.44,32706,0.45,0,1.174,8.22,-96,29.364,1.83,-14.64477,145.4519,3.4,0,12,758
20/3/2024,9:24:46,0,<None>,0.03,0.11,54465.5,1.271,-0.55,-0.18,49815.4,96.1,95.7,6.13,216.1,1.844,32.82,50276.5,0.19,0.44,32680,0.44,0,1.174,8.22,-96.1,29.362,1.164,-14.64476,145.4519,3.1,0,12,758
20/3/2024,9:24:47,0,<None>,0.02,0.07,54425.1,0.72,-0.56,-0.18,49779.9,96.3,95.9,6.14,216.1,1.045,32.79,50240.5,0.18,0.42,32656,0.42,0,1.174,8.22,-96.1,29.361,0.486,-14.64476,145.4519,3.2,0,12.1,758
20/3/2024,9:24:48,0,<None>,0.02,0.07,54398.2,0.484,-0.55,-0.18,49755.8,96.4,96,6.15,216.1,0.703,32.78,50216.2,0.18,0.42,32641,0.41,0,1.174,8.22,-96.2,29.36,0.367,-14.64476,145.4519,3.3,0,12.1,757.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.17,0.69,55380.3,13.311,0.32,0.11,50646.4,94,93.6,5.98,206.7,19.329,33.43,51115.9,0.61,1.63,33225,53.07,0,1.174,NA,-96.1,29.368,13.257,-14.64277,145.4504,4,0,12,757.9
,,,STANDARD DEVIATION:,0.24,0.98,912.5,8.332,1,0.33,827.8,3.1,3.1,0.22,4.5,12.102,0.61,836.2,0.47,1.32,544,149.97,0,0,0.01,0.7,0.027,8.279,0.00005,0.00001,0.4,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17E102873,17E102873,18C105282,23A104152,22L104463,22L104463,18C105282,22M100242,22M100242,22M100242,22J106095,23A104152,18C105282,18C105282,17E102873,17E102873,18C105282,23B100516,23B100516,22J100672,22J106095,22J106095,18C105282,23A104152,22F105968,22F105968,22F105968,22F105968,22F105968,22F105968
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
20/3/2024,9:25:40,0,<None>,0.01,0.02,54203.7,0.005,-0.07,-0.02,49668.8,98.8,98.4,6.32,199.3,0.008,32.71,50118,0.75,2,32577,12.78,0,1.174,8.23,-97,29.27,0.357,-14.64286,145.4504,3.8,0,12,758
20/3/2024,9:25:41,0,<None>,0.02,0.07,54202.4,0.016,-0.21,-0.07,49632.5,98.8,98.4,6.32,199.2,0.023,32.68,50085.4,0.7,1.87,32555,14.36,0,1.174,8.23,-97,29.304,0.389,-14.64286,145.4504,3.9,0,12,758
20/3/2024,9:25:42,0,<None>,0.02,0.07,54202.8,0.025,-0.21,-0.06,49618.6,98.9,98.5,6.32,199.1,0.037,32.67,50073,0.7,1.88,32547,13.54,0,1.174,8.23,-97,29.319,0.342,-14.64286,145.4504,4.2,0,12,758
20/3/2024,9:25:43,0,<None>,0.02,0.07,54202.4,0.037,-0.2,-0.06,49611,98.9,98.5,6.31,199.1,0.053,32.67,50066.1,0.73,1.96,32543,11.98,0,1.174,8.23,-97,29.326,0.336,-14.64285,145.4504,4.3,0,12,758
20/3/2024,9:25:44,0,<None>,0.01,0.05,54202.7,0.046,-0.19,-0.06,49606.3,98.9,98.5,6.32,199.1,0.067,32.66,50061.9,0.66,1.77,32540,10.87,0,1.174,8.23,-97,29.332,0.356,-14.64285,145.4504,4.5,0,12,757.9
20/3/2024,9:25:45,0,<None>,0,0.01,54203,1.28,-0.16,-0.05,49590,98.9,98.5,6.32,199.2,1.858,32.65,50047.4,0.51,1.36,32531,9.89,0,1.174,8.23,-97,29.347,0.838,-14.64284,145.4504,4.6,0,12,757.9
20/3/2024,9:25:46,0,<None>,0,-0.01,54203.3,2.806,-0.25,-0.08,49581.9,98.9,98.5,6.31,199.3,4.071,32.65,50040.2,0.27,0.68,32526,9.07,0,1.174,8.23,-97,29.357,2.054,-14.64284,145.4504,4.4,0,12,758
20/3/2024,9:25:47,0,<None>,0.01,0.03,54204.1,4.543,-0.21,-0.06,49581.6,98.8,98.4,6.31,199.5,6.592,32.65,50040,0.32,0.81,32526,8.39,0,1.174,8.23,-97,29.357,3.648,-14.64284,145.4504,4.9,0,12,758
20/3/2024,9:25:48,0,<None>,0,0,54206.9,6.043,-0.25,-0.08,49585.3,98.8,98.4,6.31,199.7,8.769,32.65,50043.6,0.33,0.84,32528,7.75,0,1.174,8.23,-97,29.355,5.854,-14.64283,145.4504,4.9,0,12,758
